geo_point_2d;geo_shape;id_entsorg;kategorie;name;beschreibu;adresse;plz;ortschaft;telefon;www_link;oeffnungsz;zustaendig
47.54362175196237, 7.592134316238153;"{""coordinates"": [7.592134316238153, 47.54362175196237], ""type"": ""Point""}";1002;Annahmestelle Sonderabfall;DROPA Drogerie Apotheke Gundelitor;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Güterstrasse 180;4053;Basel;061 365 90 80;https://dropa.ch/dropa-drogerie-apotheke-gundelitor;Mo-Fr: 08:00-19:30, Sa: 08:00-18:00;Tiefbauamt Basel-Stadt
47.56976738914906, 7.6037435653690295;"{""coordinates"": [7.60374356536903, 47.56976738914906], ""type"": ""Point""}";1031;Annahmestelle Sonderabfall;Coop Vitality Apotheke Erlenmatt;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Erlenstrasse 81;4057;Basel;058 878 88 10;https://www.coopvitality.ch/de/coop-vitality-basel-erlenmatt;Mo-Fr: 09:00-20:00, Sa: 09:00-18:00;Tiefbauamt Basel-Stadt
47.54405717033371, 7.587839237997755;"{""coordinates"": [7.587839237997755, 47.54405717033371], ""type"": ""Point""}";1018;Annahmestelle Sonderabfall;Amavita Apotheke Gundeli;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Dornacherstrasse 83;4053;Basel;058 878 30 00;https://www.amavita.ch/de/amavita-apotheke-gundeli;Mo-Fr: 08:00-18:30, Sa: 08:30-17:00;Tiefbauamt Basel-Stadt
47.5542865705665, 7.576068203586658;"{""coordinates"": [7.576068203586658, 47.5542865705665], ""type"": ""Point""}";1037;Annahmestelle Sonderabfall;Schützenmatt Apotheke;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Spalenring 160;4055;Basel;061 302 40 70;https://www.schuetzenmatt-apotheke.ch/;Mo-Fr: 08:00-12:15 / 13:30-18:00  Sa: 08:00-12:15 / 13:30-16:00;Tiefbauamt Basel-Stadt
47.5629774569974, 7.597288742658442;"{""coordinates"": [7.597288742658442, 47.5629774569974], ""type"": ""Point""}";1034;Annahmestelle Sonderabfall;Coop Vitality Apotheke Europe;Sonderabfälle aus Privathaushalten in Kleinmengen bis max. 5kg (Medikamente, Farben, Lösungsmittel, Biozide usw.).;Clarastrasse 41;4058;Basel;058 878 82 40;https://www.coopvitality.ch/de/coop-vitality-basel-europe;Mo-Fr: 08:00-19:00, Sa: 08:00-18:00;Tiefbauamt Basel-Stadt
47.57438431143068, 7.5687330438421165;"{""coordinates"": [7.568733043842117, 47.57438431143068], ""type"": ""Point""}";14000;Tierkadaver;Tierkadaversammelstelle;Jegliche Tierkadaver / Öffnungszeiten Mo - Fr von 13 - 16 Uhr Do bis 15 Uhr;Hagenaustrasse 35;4056;Basel;+41 (0) 61 385 32 78;http://www.veterinaeramt-bs.ch;;Amt für Umwelt und Energie Basel-Stadt
47.54994243379713, 7.580036010639579;"{""coordinates"": [7.580036010639579, 47.54994243379713], ""type"": ""Point""}";16000;Verkauf Vignette Basel;Geiser Eleonore Cigares und Papeterie;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Bachlettenstrasse 20;4054;Basel;+41 (0) 61 281 65 13;http://www.die-kioske.ch/4143/5/626577/basel/eleonore_geiser/detail.htm;;Amt für Umwelt und Energie Basel-Stadt
47.55540676532325, 7.58894106468032;"{""coordinates"": [7.58894106468032, 47.55540676532325], ""type"": ""Point""}";16005;Verkauf Vignette Basel;Drogerie zum Chrüterhüsli AG;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Gerbergasse 69;4001;Basel;+41 (0) 61 269 91 20;;;Amt für Umwelt und Energie Basel-Stadt
47.54803711538967, 7.610580426990826;"{""coordinates"": [7.610580426990826, 47.54803711538967], ""type"": ""Point""}";16010;Verkauf Vignette Basel;TopPharm-Apotheke Gellert;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Karl Jaspers-Allee 1;4052;Basel;+41 (0) 61 311 05 55;;;Amt für Umwelt und Energie Basel-Stadt
47.547237027406325, 7.564771471484406;"{""coordinates"": [7.564771471484406, 47.547237027406325], ""type"": ""Point""}";16012;Verkauf Vignette Basel;Neubad Apotheke und Drogerie;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Reiterstrasse 50;4054;Basel;+41 (0) 61 301 46 11;;;Amt für Umwelt und Energie Basel-Stadt
47.552459391647965, 7.567854793304285;"{""coordinates"": [7.567854793304285, 47.552459391647965], ""type"": ""Point""}";16015;Verkauf Vignette Basel;St. Gallus-Apotheke;Verkauf von Sperrgut- und Grüngutvignetten für Basel;St. Galler-Ring 177;4054;Basel;+41 (0) 61 301 44 50;;;Amt für Umwelt und Energie Basel-Stadt
47.5452080173753, 7.588697727681452;"{""coordinates"": [7.588697727681452, 47.5452080173753], ""type"": ""Point""}";16022;Verkauf Vignette Basel;Coop BASEL SÜDPARK;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Güterstrasse 125;4053;Basel;+41 (0) 61 365 95 20;;;Amt für Umwelt und Energie Basel-Stadt
47.55516542337133, 7.613742261367216;"{""coordinates"": [7.613742261367216, 47.55516542337133], ""type"": ""Point""}";16024;Verkauf Vignette Basel;Coop BREITE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Farnsburgerstrasse 37;4052;Basel;+41 (0) 61 317 95 30;;;Amt für Umwelt und Energie Basel-Stadt
47.54312146553154, 7.5932351644077904;"{""coordinates"": [7.59323516440779, 47.54312146553154], ""type"": ""Point""}";16027;Verkauf Vignette Basel;Coop GUNDELI / Kiosk;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Güterstrasse 190;4053;Basel;+41 (0) 61 366 96 20;;;Amt für Umwelt und Energie Basel-Stadt
47.53423295795361, 7.593218805377004;"{""coordinates"": [7.593218805377004, 47.53423295795361], ""type"": ""Point""}";16029;Verkauf Vignette Basel;Coop HAUENSTEIN;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Hauensteinstrasse 88;4059;Basel;+41 (0) 61 361 95 45;;;Amt für Umwelt und Energie Basel-Stadt
47.560131074352384, 7.567322939825629;"{""coordinates"": [7.567322939825629, 47.560131074352384], ""type"": ""Point""}";16030;Verkauf Vignette Basel;Coop HELVETIAPLATZ;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Obwaldnerstrasse 4;4055;Basel;+41 (0) 61 385 93 70;;;Amt für Umwelt und Energie Basel-Stadt
47.570276179641844, 7.609911782834093;"{""coordinates"": [7.609911782834093, 47.570276179641844], ""type"": ""Point""}";16033;Verkauf Vignette Basel;Coop SCHORENWEG;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Schorenweg 19;4058;Basel;+41 (0) 61 692 14 12;;;Amt für Umwelt und Energie Basel-Stadt
47.560773320870965, 7.575528132376294;"{""coordinates"": [7.575528132376294, 47.560773320870965], ""type"": ""Point""}";16034;Verkauf Vignette Basel;Coop SPALEMÄRT;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Missionsstrasse 53;4055;Basel;+41 (0) 61 385 94 45;;;Amt für Umwelt und Energie Basel-Stadt
47.576942222001136, 7.590883312995776;"{""coordinates"": [7.590883312995776, 47.576942222001136], ""type"": ""Point""}";16036;Verkauf Vignette Basel;Coop WIESENPLATZ;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Inselstrasse 76;4057;Basel;+41 (0) 61 638 81 00;;;Amt für Umwelt und Energie Basel-Stadt
47.551204153791424, 7.594436977125087;"{""coordinates"": [7.594436977125087, 47.551204153791424], ""type"": ""Point""}";16038;Verkauf Vignette Basel;K Kiosk COLMARER;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Aeschengraben 3;4051;Basel;+41 (0) 61 272 69 29;;;Amt für Umwelt und Energie Basel-Stadt
47.54684126414249, 7.564897900883931;"{""coordinates"": [7.564897900883931, 47.54684126414249], ""type"": ""Point""}";16040;Verkauf Vignette Basel;K Kiosk NEUBAD;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Neuweilerplatz 4;4054;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.569263002626435, 7.596449023178751;"{""coordinates"": [7.596449023178751, 47.569263002626435], ""type"": ""Point""}";16046;Verkauf Vignette Basel;Migros BASEL EFRINGER;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Efringerstrasse 32;4057;Basel;+41 (0) 58 575 86 40;;;Amt für Umwelt und Energie Basel-Stadt
47.569861380824555, 7.6155150547859;"{""coordinates"": [7.6155150547859, 47.569861380824555], ""type"": ""Point""}";16047;Verkauf Vignette Basel;Migros BASEL EGLISEE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Riehenstrasse 315;4058;Basel;+41 (0) 58 575 75 00;;;Amt für Umwelt und Energie Basel-Stadt
47.54358486942928, 7.592126771913945;"{""coordinates"": [7.592126771913945, 47.54358486942928], ""type"": ""Point""}";16048;Verkauf Vignette Basel;Migros BASEL GUNDELITOR;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Güterstrasse 180;4053;Basel;+41 (0) 61 575 81 00;;;Amt für Umwelt und Energie Basel-Stadt
47.54930519824893, 7.607217010990317;"{""coordinates"": [7.607217010990317, 47.54930519824893], ""type"": ""Point""}";16049;Verkauf Vignette Basel;Migros BASEL HARDSTRASSE;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Hardstrasse 105;4052;Basel;+41 (0) 58 575 80 60;;;Amt für Umwelt und Energie Basel-Stadt
47.580131319796095, 7.59611799898433;"{""coordinates"": [7.59611799898433, 47.580131319796095], ""type"": ""Point""}";16053;Verkauf Vignette Basel;Migros BASEL STÜCKI SHOPPING;Verkauf von Sperrgut- und Grüngutvignetten für Basel;Hochbergerstrasse 70;4057;Basel;+41 (0) 58 575 89 50;;;Amt für Umwelt und Energie Basel-Stadt
47.55571856636326, 7.574730248166898;"{""coordinates"": [7.574730248166898, 47.55571856636326], ""type"": ""Point""}";16058;Verkauf Vignette Basel;Rosen Apotheke;Verkauf von Sperrgut- und Grüngutvignetten für Basel.;Allschwilerstrasse 9;4054;Basel;+41 (0) 61 302 53 53;;;Amt für Umwelt und Energie Basel-Stadt
47.55479271992003, 7.611407788503552;"{""coordinates"": [7.611407788503552, 47.55479271992003], ""type"": ""Point""}";16060;Verkauf Vignette Basel;Breite-Apotheke;Verkauf von Sperr- und Gründgutvignetten;Zürcherstrasse 97;4052;Basel;;https://breite-apotheke.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.56587065882493, 7.562275049827211;"{""coordinates"": [7.562275049827211, 47.56587065882493], ""type"": ""Point""}";16071;Verkauf Vignette Basel;Coop Michelbacher;Verkauf von Sperr- und Grüngutvignetten;Michelbacherstrasse 6;4055;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.55745064359467, 7.587885699542453;"{""coordinates"": [7.587885699542453, 47.55745064359467], ""type"": ""Point""}";16072;Verkauf Vignette Basel;Coop City am Marktplatz Food;Verkauf von Sperr- und Grüngutvignetten;Gerbergasse 4;4001;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.55973300199897, 7.587088120455628;"{""coordinates"": [7.587088120455628, 47.55973300199897], ""type"": ""Point""}";16073;Verkauf Vignette Basel;Amt für Umwelt und Energie;Verkauf von Sperr- und Grüngutvignetten;Spiegelgasse 15;4051;Basel;061 267 08 00;www.aue.bs.ch;Mo-Fr 08:00-12:30 Uhr und 14:00-17:00 Uhr;Amt für Umwelt und Energie Basel-Stadt
47.58432893723586, 7.651505916452344;"{""coordinates"": [7.651505916452344, 47.58432893723586], ""type"": ""Point""}";17008;Verkauf Vignette Riehen und Bettingen;Gemeindeverwaltung Riehen;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Wettsteinstrasse 1;4125;Riehen;+41 (0) 61 646 81 11;http://www.riehen.ch/;Mo-Fr 08:00 - 12:00 Uhr und 14:00 - 16:30 Uhr oder nach telefonischer Vereinbarung;Gemeinde Riehen
47.58456069062825, 7.6499336120557775;"{""coordinates"": [7.649933612055777, 47.58456069062825], ""type"": ""Point""}";17005;Verkauf Vignette Riehen und Bettingen;Wenk Haushalt Center;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Baselstrasse 46;4125;Riehen;;;;Gemeinde Riehen
47.5727024428063, 7.6250641514640405;"{""coordinates"": [7.62506415146404, 47.5727024428063], ""type"": ""Point""}";17014;Verkauf Vignette Riehen und Bettingen;FGV Spitalmatten;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Aeussere Baselstrasse 300;4125;Riehen;;http://www.fgv-spitalmatten.ch;;Gemeinde Riehen
47.5699059297124, 7.6156491723889355;"{""coordinates"": [7.615649172388935, 47.5699059297124], ""type"": ""Point""}";17011;Verkauf Vignette Riehen und Bettingen;Migros M, Filiale Basel Eglisee;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Riehenstrasse 315;4058;Basel;;https://www.migros.ch/de.html;;Gemeinde Riehen
47.575508418811154, 7.646766417282837;"{""coordinates"": [7.646766417282837, 47.575508418811154], ""type"": ""Point""}";17007;Verkauf Vignette Riehen und Bettingen;Migros Partner M;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Grenzacherweg 81;4125;Riehen;;https://www.migros.ch/de.html;;Gemeinde Riehen
47.57093392946469, 7.664725702545684;"{""coordinates"": [7.664725702545684, 47.57093392946469], ""type"": ""Point""}";17009;Verkauf Vignette Riehen und Bettingen;Dorflaade Bettingen, Hr. Ponnuthurai;Verkauf von Kehricht-, Container- und Speergutmarken für Riehen und Bettingen;Hauptstrasse 85;4126;Bettingen;+41 (0) 61 601 40 46;;;Gemeinde Riehen
47.566553541475656, 7.591866673917391;"{""coordinates"": [7.591866673917391, 47.566553541475656], ""type"": ""Point""}";3000;Brauchbare Dinge;Anna Brockenhaus;Secondhand Shop / Brockenhaus;Feldbergstrasse 63;4057;Basel;+41 (0) 61 681 55 36;;;Amt für Umwelt und Energie Basel-Stadt
47.55881976843277, 7.595306907375795;"{""coordinates"": [7.595306907375795, 47.55881976843277], ""type"": ""Point""}";3004;Brauchbare Dinge;CARITAS beider Basel;Secondhand Shop / Boutique / Brockenhaus;Lindenberg 20;4058;Basel;+41 (0) 61 691 55 55;;;Amt für Umwelt und Energie Basel-Stadt
47.55602483069222, 7.5895830495936245;"{""coordinates"": [7.589583049593625, 47.55602483069222], ""type"": ""Point""}";3008;Brauchbare Dinge;Fizzen;Secondhand Shop;Pfluggässlein 1;4001;Basel;+41 (0) 61 281 02 03;;;Amt für Umwelt und Energie Basel-Stadt
47.55705920606217, 7.588105886063113;"{""coordinates"": [7.588105886063113, 47.55705920606217], ""type"": ""Point""}";3015;Brauchbare Dinge;sahara SECONDHAND;Secondhand Shop;Gerbergasse 20/1;4001;Basel;+41 (0) 61 262 20 47;;;Amt für Umwelt und Energie Basel-Stadt
47.56809236022112, 7.601241281885202;"{""coordinates"": [7.601241281885202, 47.56809236022112], ""type"": ""Point""}";3016;Brauchbare Dinge;Second Hand Knorli;Secondhand Shop / Brockenhaus / Babyartikel und mehr;Schönaustrasse 47;4058;Basel;+41 (0) 61 681 85 07;;;Amt für Umwelt und Energie Basel-Stadt
47.56364184110471, 7.598924833810678;"{""coordinates"": [7.598924833810678, 47.56364184110471], ""type"": ""Point""}";3021;Brauchbare Dinge;Graf Seismo;Secondhand Shop / Musikinstrumente / Auswahl an Lederjacken / Bilder;Riehenring 65;4058;Basel;+41 (0) 61 681 89 26;;;Amt für Umwelt und Energie Basel-Stadt
47.55820230695007, 7.586705336498287;"{""coordinates"": [7.586705336498287, 47.55820230695007], ""type"": ""Point""}";3034;Brauchbare Dinge;Antiquariat Gerber AG;Antiquariat, Buchhandlung, Kunsthandel, Second-Hand-Shop;Schneidergasse 18;4051;Basel;+41 (0) 61 261 17 73;;;Amt für Umwelt und Energie Basel-Stadt
47.56187081754083, 7.5860539574671035;"{""coordinates"": [7.586053957467104, 47.56187081754083], ""type"": ""Point""}";3037;Brauchbare Dinge;Sirup Design & Secondhand for Kids;Second-Hand-Shop für Kinder;Totentanz 5;4051;Basel;+41 (0) 61 261 33 01;;;Amt für Umwelt und Energie Basel-Stadt
47.56330084617548, 7.563429972838096;"{""coordinates"": [7.563429972838096, 47.56330084617548], ""type"": ""Point""}";3040;Brauchbare Dinge;Wasgenring Brockenstube;Brocki;Wasgenring 50;4055;Basel;;https://brockenstube-basel.ch/;;Amt für Umwelt und Energie Basel-Stadt
47.544811336688745, 7.589617886187884;"{""coordinates"": [7.589617886187884, 47.544811336688745], ""type"": ""Point""}";3019;Brauchbare Dinge;Bücher-Brocky;Bücher;Güterstrasse 137;4053;Basel;+41 (0) 61 361 11 10;http://buecher-brocky.ch/basel/;;Amt für Umwelt und Energie Basel-Stadt
47.550960454826296, 7.574621780421724;"{""coordinates"": [7.574621780421724, 47.550960454826296], ""type"": ""Point""}";3041;Brauchbare Dinge;Bücherkabine am Bundesplatz;Bring- und Nimm-Möglichkeit für Bücher;Bundesplatz;4055;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.554972062285664, 7.602656743974982;"{""coordinates"": [7.602656743974982, 47.554972062285664], ""type"": ""Point""}";3043;Brauchbare Dinge;Büchersschrank;Bring- und Nimm-Möglichkeit für Bücher;St. Alban-Rheinweg 80;4052;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.5648231101835, 7.569867761915613;"{""coordinates"": [7.569867761915613, 47.5648231101835], ""type"": ""Point""}";3048;Brauchbare Dinge;Familienbörse im Kannenfeldpark;Mehrmals im Jahr Kinderartikel-Börse gemäss Webseite;Kannenfeldpark;4056;Basel;;https://junioratelier.ch/familienboerse/;;Amt für Umwelt und Energie Basel-Stadt
47.55516150531118, 7.614432544459013;"{""coordinates"": [7.614432544459013, 47.55516150531118], ""type"": ""Point""}";3049;Brauchbare Dinge;Madame Frigo;Öffentlicher Kühlschrank zum Tauschen von geniessbaren Lebensmitteln;Zürcherstrasse 158;4052;Basel;;https://www.madamefrigo.ch/de/;;Amt für Umwelt und Energie Basel-Stadt
47.565378081745344, 7.606308669605147;"{""coordinates"": [7.606308669605147, 47.565378081745344], ""type"": ""Point""}";3052;Brauchbare Dinge;Germanie;Brocki;Riehentorstrasse 163;4058;Basel;;;;Amt für Umwelt und Energie Basel-Stadt
47.53674215024011, 7.607962533890776;"{""coordinates"": [7.607962533890776, 47.53674215024011], ""type"": ""Point""}";3056;Brauchbare Dinge;Blaukreuz-Brockenhalle Basel;Secondhand Shop / Brockenhaus;Leimgrubenweg 9;4053;Basel;gemäss Webseite;https://www.brocki-jsw.ch/brockenhallen/basel;gemäss Webseite;Amt für Umwelt und Energie Basel-Stadt
47.56110319161459, 7.586404505855039;"{""coordinates"": [7.586404505855039, 47.56110319161459], ""type"": ""Point""}";4025;Brillen;optik atelier käser;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Blumenrain 21;4051;Basel;+41 (0) 61 281 17 17;www.optik-atelier.ch;;Amt für Umwelt und Energie Basel-Stadt
47.53265809550775, 7.593923122545593;"{""coordinates"": [7.593923122545593, 47.53265809550775], ""type"": ""Point""}";4027;Brillen;Bruderholz Optik Dr. Fischer;Tragbare Brillen, gut erhaltene Brillengläser + Brillengestelle ohne Gläser / keine Rücknahmepflicht;Bruderholzallee 165;4059;Basel;+41 (0) 61 361 00 93;;;Amt für Umwelt und Energie Basel-Stadt
