politische_gemeinde;bfs_nr;bezirk_bezeichnung;bezirk_nr;siedlung;einwohner_per_31_12_2021;plz;ortschaft;primarschulgemeinde;sekundarschulgemeinde;evang_kirchgemeinde;kath_kirchgemeinde
Bischofszell;4471;Weinfelden;2015;Waldbach;x;9223;Schweizersholz;Bischofszell;Bischofszell;Neukirch an der Thur;Bischofszell
Braunau;4723;Münchwilen;2014;Beckingen;24;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Braunau;243;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Bächlingen;6;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Eich;x;9502;Braunau;Regio Märwil;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Fürhäusern;6;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Gehrwies;x;9502;Braunau;Regio Märwil;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Heid;x;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Hölzli;x;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Kläffler;x;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Oberholz;6;9502;Braunau;Regio Märwil;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Rimensberg;x;9502;Braunau;Regio Märwil;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Ueterschen;11;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Waldhof;x;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Braunau;4723;Münchwilen;2014;Zimmerwies;6;9502;Braunau;Braunau;Affeltrangen;Affeltrangen-Braunau-Märwil;Tobel
Bussnang;4921;Weinfelden;2015;Betten;x;9504;Friltschen;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Bommelisegg;7;9504;Friltschen;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Eichhof;x;9517;Mettlen;Nollen;Nollen;Bussnang-Leutmerken;Wertbühl
Bussnang;4921;Weinfelden;2015;Fatzenloo;x;9565;Oppikon;Amlikon-Holzhäusern;Weinfelden;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Freihof;x;9565;Bussnang;Bussnang-Rothenhausen;Weinfelden;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Friltschen;216;9504;Friltschen;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Itobel;x;9517;Mettlen;Nollen;Nollen;Schönholzerswilen;Wertbühl
Bussnang;4921;Weinfelden;2015;Lanterswil;98;9503;Lanterswil;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Liehof;x;9565;Rothenhausen;Bussnang-Rothenhausen;Weinfelden;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Margenmühle;x;9565;Oberbussnang;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Neuberg;20;9565;Oberbussnang;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Niederhof;35;9503;Stehrenberg;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Rene;x;9504;Friltschen;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Schmidshof;44;9565;Schmidshof;Lauchetal;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Schulhaus;8;9565;Bussnang;Bussnang-Rothenhausen;Weinfelden;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Sodewis;x;9503;Stehrenberg;Regio Märwil;Affeltrangen;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Tannerwies;x;9565;Bussnang;Bussnang-Rothenhausen;Weinfelden;Bussnang-Leutmerken;Bussnang
Bussnang;4921;Weinfelden;2015;Weierwies;x;9517;Mettlen;Nollen;Nollen;Schönholzerswilen;Wertbühl
Bussnang;4921;Weinfelden;2015;Wertbühl;23;8575;Istighofen;Nollen;Nollen;Bussnang-Leutmerken;Wertbühl
Bürglen;4911;Weinfelden;2015;Bürglen;2936;8575;Bürglen;Bürglen;Bürglen;Bürglen;Sulgen
Bürglen;4911;Weinfelden;2015;Geisswiesen;x;8584;Leimbach;Bürglen;Bürglen;Sulgen-Kradolf;Sulgen
Bürglen;4911;Weinfelden;2015;Leimbach;212;8584;Leimbach;Bürglen;Bürglen;Sulgen-Kradolf;Sulgen
Bürglen;4911;Weinfelden;2015;Neuhof;x;8575;Istighofen;Bürglen;Bürglen;Bürglen;Wertbühl
Bürglen;4911;Weinfelden;2015;Neuwies;x;8575;Istighofen;Bürglen;Bürglen;Bürglen;Wertbühl
Bürglen;4911;Weinfelden;2015;Oberholz;12;8584;Leimbach;Bürglen;Bürglen;Sulgen-Kradolf;Sulgen
Bürglen;4911;Weinfelden;2015;Opfershofen (Gemeinde Bürglen);47;8584;Opfershofen;Bürglen;Bürglen;Sulgen-Kradolf;Sulgen
Bürglen;4911;Weinfelden;2015;Riedere;x;8575;Bürglen;Bürglen;Bürglen;Bürglen;Sulgen
Bürglen;4911;Weinfelden;2015;Stögge;6;8584;Leimbach;Bürglen;Bürglen;Sulgen-Kradolf;Sulgen
Bürglen;4911;Weinfelden;2015;Waldau;6;8575;Istighofen;Bürglen;Bürglen;Bürglen;Wertbühl
Diessenhofen;4545;Frauenfeld;2012;Chugelisriet;x;8253;Willisdorf;Region Diessenhofen;Region Diessenhofen;Basadingen-Schlattingen-Willisdorf;Basadingen
Diessenhofen;4545;Frauenfeld;2012;Eichbühl;x;8253;Diessenhofen;Region Diessenhofen;Region Diessenhofen;Basadingen-Schlattingen-Willisdorf;Basadingen
Diessenhofen;4545;Frauenfeld;2012;Kundelfingerhof;9;8252;Schlatt;Region Diessenhofen;Region Diessenhofen;Diessenhofen;Paradies
Diessenhofen;4545;Frauenfeld;2012;Ratihart;x;8253;Diessenhofen;Region Diessenhofen;Region Diessenhofen;Diessenhofen;Basadingen
Diessenhofen;4545;Frauenfeld;2012;St. Katharinental;34;8253;Diessenhofen;Region Diessenhofen;Region Diessenhofen;Diessenhofen;Diessenhofen
Diessenhofen;4545;Frauenfeld;2012;Willisdorf;139;8253;Willisdorf;Region Diessenhofen;Region Diessenhofen;Basadingen-Schlattingen-Willisdorf;Basadingen
Dozwil;4406;Arbon;2011;Birkenhof;6;8582;Dozwil;Dozwil-Kesswil;Dozwil-Kesswil-Uttwil;Kesswil-Dozwil;Sommeri
Egnach;4411;Arbon;2011;Attengärtli;8;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Burkartshaus;23;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Bündt;12;9315;Winden;Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Ebnet (Gemeinde Egnach);x;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Gaishäusern;29;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Glausenhaus;15;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Gristen;22;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Gristenbühl;74;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Herzogsbach;20;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Kesslersbach;6;9314;Steinebrunn;Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Luxburg;59;9322;Egnach;Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Mausacker;18;9314;Steinebrunn;Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Moos;41;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Mölsreute;11;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Neukirch;1048;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Peierslehn;13;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Ringenzeichen;27;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Scheidweg;x;9322;Egnach;Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Siebeneichen;12;9315;Winden;Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Stockershaus;7;9315;Neukirch (Egnach);Egnach;Egnach;Egnach;Steinebrunn
Egnach;4411;Arbon;2011;Sulzwiese;x;9314;Steinebrunn;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Steinebrunn
Egnach;4411;Arbon;2011;Wiesental;x;8580;Steinebrunn;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Steinebrunn
Egnach;4411;Arbon;2011;Winzelnberg;31;9314;Steinebrunn;Egnach;Egnach;Egnach;Steinebrunn
Erlen;4476;Weinfelden;2015;Cholwis;x;8586;Erlen;Erlen;Erlen;Erlen;Sulgen
Erlen;4476;Weinfelden;2015;Eestäge;92;8586;Erlen;Erlen;Erlen;Erlen;Sulgen
Erlen;4476;Weinfelden;2015;Ennetaach;281;8586;Ennetaach;Erlen;Erlen;Erlen;Sulgen
Erlen;4476;Weinfelden;2015;Holzplatz;20;8586;Erlen;Erlen;Erlen;Erlen;Sulgen
Erlen;4476;Weinfelden;2015;Oberriedt;42;8586;Riedt b. Erlen;Erlen;Erlen;Erlen;Sulgen
Ermatingen;4646;Kreuzlingen;2013;Lerchhof;7;8272;Ermatingen;Ermatingen;Ermatingen;Ermatingen;Ermatingen
Ermatingen;4646;Kreuzlingen;2013;Neugut;x;8272;Ermatingen;Ermatingen;Ermatingen;Ermatingen;Ermatingen
Ermatingen;4646;Kreuzlingen;2013;Oberhöhnwilen;11;8272;Ermatingen;Ermatingen;Ermatingen;Ermatingen;Ermatingen
Ermatingen;4646;Kreuzlingen;2013;Ulmberg;x;8272;Ermatingen;Ermatingen;Ermatingen;Ermatingen;Ermatingen
Eschenz;4806;Frauenfeld;2012;Bannholz;x;8264;Eschenz;Eschenz;Eschenz;Burg;Untersee-Rhein
Eschenz;4806;Frauenfeld;2012;Bornhausen;19;8264;Eschenz;Eschenz;Eschenz;Burg;Untersee-Rhein
Eschenz;4806;Frauenfeld;2012;Eschenz;675;8264;Eschenz;Eschenz;Eschenz;Burg;Untersee-Rhein
Eschenz;4806;Frauenfeld;2012;Rappenhof;x;8264;Eschenz;Eschenz;Eschenz;Burg;Untersee-Rhein
Eschenz;4806;Frauenfeld;2012;Staad;50;8264;Eschenz;Eschenz;Eschenz;Burg;Untersee-Rhein
Eschenz;4806;Frauenfeld;2012;Sunnmatt;x;8264;Eschenz;Eschenz;Eschenz;Burg;Untersee-Rhein
Eschenz;4806;Frauenfeld;2012;Tröchni;41;8264;Eschenz;Eschenz;Eschenz;Burg;Untersee-Rhein
Eschlikon;4724;Münchwilen;2014;Föhrenhof;x;8360;Eschlikon;Eschlikon;Eschlikon;Münchwilen-Eschlikon;Sirnach
Eschlikon;4724;Münchwilen;2014;Säntisblick (Gemeinde Eschlikon);x;8360;Eschlikon;Eschlikon;Eschlikon;Münchwilen-Eschlikon;Sirnach
Felben-Wellhausen;4561;Frauenfeld;2012;Haldenhof;10;8500;Frauenfeld;Felben-Wellhausen;Frauenfeld;Felben;Frauenfeld Plus
Felben-Wellhausen;4561;Frauenfeld;2012;Wellenberg (Schloss);8;8500;Frauenfeld;Felben-Wellhausen;Frauenfeld;Felben;Frauenfeld Plus
Felben-Wellhausen;4561;Frauenfeld;2012;Himmelriich;x;8500;Frauenfeld;Felben-Wellhausen;Frauenfeld;Felben;Frauenfeld Plus
Fischingen;4726;Münchwilen;2014;Ammannsegg;x;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Bennenmoos;10;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Bernhardsriet;31;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Brand;11;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Bruggli;x;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Buchegg;12;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Bündt;18;8376;Fischingen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Eienwald;x;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Fischingen;286;8376;Fischingen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Grueb;16;8374;Oberwangen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Gupfen;14;8372;Wiezikon b. Sirnach;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Hackenberg;x;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Hinteranderwil;11;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Hinterkappegg;x;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Hohlenstein;x;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Horn;x;8499;Sternenberg;Fischingen;Fischingen;Sternenberg ZH;Fischingen
Fischingen;4726;Münchwilen;2014;Kaltenbrunnen;8;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Landsiedeln;8;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Luttenberg;x;8372;Wiezikon b. Sirnach;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Matt;17;8374;Oberwangen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Meiersboden;8;8499;Sternenberg;Fischingen;Fischingen;Sternenberg ZH;Fischingen
Fischingen;4726;Münchwilen;2014;Mettlen;10;8376;Fischingen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Nesplen;x;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Neuhunzenberg;x;8374;Oberwangen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Nord;x;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Oberwangen;630;8374;Oberwangen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Ottenegg;x;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Reggtal;x;8499;Sternenberg;Fischingen;Fischingen;Sternenberg ZH;Fischingen
Fischingen;4726;Münchwilen;2014;Scheidweg;65;8376;Fischingen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Schwendi, Ã„ussere;7;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Schärliwald;11;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Siggisegg;12;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Sunetal;x;8374;Oberwangen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Unterlandstieg;66;8374;Oberwangen;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Unterspeck;8;8495;Schmidrüti;Fischingen;Fischingen;Sitzberg ZH;Fischingen
Fischingen;4726;Münchwilen;2014;Vogelsang;197;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Vorderkappegg;x;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Vorderthal;10;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Wald (Au);x;8376;Au;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Waldwis;x;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Wies;61;8372;Wiezikon b. Sirnach;Fischingen;Fischingen;Dussnang;Fischingen
Fischingen;4726;Münchwilen;2014;Zinggen;x;8374;Dussnang;Fischingen;Fischingen;Dussnang;Fischingen
Frauenfeld;4566;Frauenfeld;2012;Erlenhof;x;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Espi;x;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Frauenfeld;2734;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Fuchshalde;x;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Horgenbach;168;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Ifang;x;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Junkholz;17;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Langdorf;4336;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Lüdem;48;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Maiholz;x;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Moos;377;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Osterhalden;108;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Schönenhof;404;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld, Gachnang;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Steinacherhof;x;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Teuschen;12;8500;Gerlikon;Frauenfeld;Frauenfeld;Gachnang;Frauenfeld Plus
Frauenfeld;4566;Frauenfeld;2012;Untergriesen;8;8500;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld;Frauenfeld Plus
Gachnang;4571;Frauenfeld;2012;Grütlihof;x;8546;Islikon;Gachnang;Frauenfeld;Gachnang;Frauenfeld Plus
Gachnang;4571;Frauenfeld;2012;Hofen;x;8547;Gachnang;Gachnang;Frauenfeld;Gachnang;Frauenfeld Plus
Gachnang;4571;Frauenfeld;2012;Hofmatt;x;8546;Islikon;Gachnang;Frauenfeld;Gachnang;Frauenfeld Plus
Gachnang;4571;Frauenfeld;2012;Kefikon (Gemeinde Gachnang);504;8546;Kefikon;Gachnang;Frauenfeld;Gachnang;Frauenfeld Plus
Gachnang;4571;Frauenfeld;2012;Messenriet;411;8500;Frauenfeld;Gachnang;Frauenfeld;Gachnang;Frauenfeld Plus
Gachnang;4571;Frauenfeld;2012;Strass;84;8500;Frauenfeld;Gachnang;Frauenfeld;Gachnang;Frauenfeld Plus
Gachnang;4571;Frauenfeld;2012;Winkel;x;8546;Islikon;Gachnang;Frauenfeld;Gachnang;Frauenfeld Plus
Gottlieben;4651;Kreuzlingen;2013;Schlossgärte;29;8274;Gottlieben;Tägerwilen;Tägerwilen;Tägerwilen-Gottlieben;Kreuzlingen-Emmishofen
Güttingen;4656;Kreuzlingen;2013;Bild;28;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Bleihof;9;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Chrättler;x;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Feldhof (Gemeinde Güttingen);x;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Grauenstein;23;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Güttingen;1384;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Rotewis;7;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Seefeld;x;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Sonnenhof;8;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Stäge;x;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Güttingen;4656;Kreuzlingen;2013;Zollershus;48;8594;Güttingen;Güttingen;Altnau;Güttingen;Altnau-Güttingen-Münsterlingen
Hauptwil-Gottshaus;4486;Weinfelden;2015;Alten;11;9220;Bischofszell;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Hasum;27;9225;St. Pelagiberg;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Horb;13;9225;Wilen (Gottshaus);Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Langentannen;8;9213;Hauptwil;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Lauften;14;9225;Wilen (Gottshaus);Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Mollishaus;57;9225;St. Pelagiberg;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Moos;x;9225;Wilen (Gottshaus);Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Neuschlatt;x;9213;Hauptwil;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Oberholz;x;9225;St. Pelagiberg;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Rebrain;243;9213;Hauptwil;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Rothen;11;9225;St. Pelagiberg;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Rütihof;x;9225;Wilen (Gottshaus);Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Scheidweg;6;9213;Hauptwil;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;St. Pelagiberg;127;9225;St. Pelagiberg;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Störshirten;8;9225;Wilen (Gottshaus);Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Thürlewang;19;9225;St. Pelagiberg;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Weiherwald;57;9213;Hauptwil;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hauptwil-Gottshaus;4486;Weinfelden;2015;Wolfhag, Oberer;15;9225;St. Pelagiberg;Bischofszell;Bischofszell;Bischofszell-Hauptwil;Bischofszell
Hefenhofen;4416;Arbon;2011;Chappehuse;x;8580;Hefenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Hefenhofen;4416;Arbon;2011;Chroobärg;x;8580;Hefenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Hefenhofen;4416;Arbon;2011;Chällershof;x;8580;Hefenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Amriswil
Hefenhofen;4416;Arbon;2011;Gwand;x;8580;Hefenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
Hefenhofen;4416;Arbon;2011;Hatswil;207;8580;Hefenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Romanshorn-Salmsach;Romanshorn
Hefenhofen;4416;Arbon;2011;Hefenhofen;230;8580;Hefenhofen;Amriswil-Hefenhofen-Sommeri;Amriswil-Hefenhofen-Sommeri;Amriswil-Sommeri;Sommeri
