geo_point_2d;geo_shape;id_zst;name;gemeinde;klasse;kombiniert;art;arme;fahrstreif;zweck;typ;strtyp;eigentum;betriebnah;betriebzus;link;format
47.550459464024485, 7.5905804888346635;"{""coordinates"": [7.590580488834664, 47.550459464024485], ""type"": ""Point""}";814;Elisabethenstrasse 51/46;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;4.0;Fuss;Infrarot;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.58483026761506, 7.650566262806922;"{""coordinates"": [7.650566262806922, 47.58483026761506], ""type"": ""Point""}";816;Schmiedgasse 7/14 (Riehen);Riehen;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-01-01T00:00:00+00:00;in Betrieb;;xlsx
47.54987650377591, 7.582990786788039;"{""coordinates"": [7.582990786788039, 47.54987650377591], ""type"": ""Point""}";902;Viaduktstrasse;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2014-11-15T00:00:00+00:00;in Betrieb;;xlsx
47.57243667487667, 7.624898267103084;"{""coordinates"": [7.624898267103084, 47.57243667487667], ""type"": ""Point""}";903;Aeussere Baselstrasse 381 (Riehen);Riehen;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2011-10-07T00:00:00+00:00;in Betrieb;;xlsx
47.55529780456315, 7.583739694378135;"{""coordinates"": [7.583739694378135, 47.55529780456315], ""type"": ""Point""}";905;Leimenstrasse 4;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2011-06-09T00:00:00+00:00;in Betrieb;;xlsx
47.55730163273779, 7.617296072698256;"{""coordinates"": [7.617296072698256, 47.55730163273779], ""type"": ""Point""}";911;Birskopfsteg;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;Velo/Moto+Fuss;Induktionsschlaufen;Andere;Kanton Basel-Stadt;2012-10-01T00:00:00+00:00;in Betrieb;;xlsx
47.56960436448301, 7.559786061159574;"{""coordinates"": [7.559786061159574, 47.56960436448301], ""type"": ""Point""}";913;Burgfelderstrasse;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo/Moto;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2012-10-03T00:00:00+00:00;in Betrieb;;xlsx
47.556937798618335, 7.614621585170409;"{""coordinates"": [7.614621585170409, 47.556937798618335], ""type"": ""Point""}";100070;BASEL, SCHWARZWALDBR. (AB);Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;4.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);BUND;1974-01-01T00:00:00+00:00;in Betrieb;https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html;xlsx
47.55694049273258, 7.61461828581728;"{""coordinates"": [7.61461828581728, 47.55694049273258], ""type"": ""Point""}";100113;Schwarzwaldbruecke lokal;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;6.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);BUND;1974-01-01T00:00:00+00:00;in Betrieb;https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html;xlsx
47.57690128249871, 7.598777213434989;"{""coordinates"": [7.598777213434989, 47.57690128249871], ""type"": ""Point""}";100257;A2 Anschluss Wiese, Kleinhueningen;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);BUND;2008-10-01T00:00:00+00:00;in Betrieb;https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html;xlsx
47.57265533739457, 7.602806170903771;"{""coordinates"": [7.602806170903771, 47.57265533739457], ""type"": ""Point""}";100273;A2 Anschluss Wiese;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;7.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);BUND;2008-09-04T00:00:00+00:00;in Betrieb;https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html;xlsx
47.57146723510956, 7.575551611178223;"{""coordinates"": [7.575551611178223, 47.57146723510956], ""type"": ""Point""}";100283;A3-A35 Basel - St. Louis, CH-F;Basel;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;6.0;MIV;Induktionsschlaufen;Hochleistungsstrasse (HLS);BUND;2008-10-01T00:00:00+00:00;in Betrieb;https://www.astra.admin.ch/astra/de/home/dokumentation/verkehrsdaten/daten-publikationen/automatische-strassenverkehrszaehlung/monats-jahresergebnisse.html;xlsx
47.548891009367225, 7.591479410717448;"{""coordinates"": [7.591479410717448, 47.548891009367225], ""type"": ""Point""}";200801;Aeschengraben (Ri Nord);Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;2.0;MIV;Plattenzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2008-11-17T00:00:00+00:00;ausser Betrieb;;xlsx
47.570253308439085, 7.597612808833892;"{""coordinates"": [7.597612808833892, 47.570253308439085], ""type"": ""Point""}";200804;Riehenring 185;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Plattenzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;1998-09-12T00:00:00+00:00;ausser Betrieb;;xlsx
47.56859081207518, 7.567764300913405;"{""coordinates"": [7.567764300913405, 47.56859081207518], ""type"": ""Point""}";200808;Luzernerring 74/91;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Plattenzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;1998-06-13T00:00:00+00:00;ausser Betrieb;;xlsx
47.5705992062921, 7.558438407214967;"{""coordinates"": [7.558438407214967, 47.5705992062921], ""type"": ""Point""}";200901;Burgfelderstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Plattenzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2009-06-24T00:00:00+00:00;ausser Betrieb;;pdf
47.54396801064268, 7.581299102451318;"{""coordinates"": [7.581299102451318, 47.54396801064268], ""type"": ""Point""}";200953;Dorenbach Ost;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;6.0;0.0;MIV+Velo/Moto;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2009-09-24T00:00:00+00:00;ausser Betrieb;;pdf
47.59956981211305, 7.650672801080531;"{""coordinates"": [7.650672801080531, 47.59956981211305], ""type"": ""Point""}";201021;Wiesentalstrasse 25;Lirrach (D);Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo;Handzaehlung;Andere;Deutschland;2010-04-22T00:00:00+00:00;ausser Betrieb;;pdf
47.56581771080975, 7.607784110767989;"{""coordinates"": [7.607784110767989, 47.56581771080975], ""type"": ""Point""}";201052;Bahnhofplatz/Riehenstrasse Unterfuehrung;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;3.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2010-03-18T00:00:00+00:00;ausser Betrieb;;pdf
47.58892001259178, 7.593089204210688;"{""coordinates"": [7.593089204210688, 47.58892001259178], ""type"": ""Point""}";201101;Hiltalingerstrasse Grenze;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo+Fuss;Handzaehlung;Hauptverkehrsstrasse (HVS);Andere;2011-03-22T00:00:00+00:00;ausser Betrieb;;xlsx
47.581161706724174, 7.604519610817447;"{""coordinates"": [7.604519610817447, 47.581161706724174], ""type"": ""Point""}";201102;Freiburgerstrasse Grenze;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo+Fuss;Handzaehlung;Hauptverkehrsstrasse (HVS);Andere;2011-03-22T00:00:00+00:00;ausser Betrieb;;xlsx
47.58575980629322, 7.601794701528234;"{""coordinates"": [7.601794701528234, 47.58575980629322], ""type"": ""Point""}";201106;Friedlingen Grenze (Weg unter der Autobahn);Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Velo+Fuss;Handzaehlung;Andere;Andere;2011-03-22T00:00:00+00:00;ausser Betrieb;;xlsx
47.56079311009778, 7.5682500027836515;"{""coordinates"": [7.568250002783651, 47.56079311009778], ""type"": ""Point""}";201623;Strassburgerallee 112;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2011-11-12T00:00:00+00:00;ausser Betrieb;;xlsx
47.55601680776129, 7.5809754124575335;"{""coordinates"": [7.580975412457533, 47.55601680776129], ""type"": ""Point""}";201117;Schuetzenmattstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2011-02-17T00:00:00+00:00;ausser Betrieb;;xlsx
47.56113291105309, 7.5627731134041385;"{""coordinates"": [7.562773113404138, 47.56113291105309], ""type"": ""Point""}";201151;Blotzheimerstrasse - Nidwaldnerstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2011-11-09T00:00:00+00:00;ausser Betrieb;;pdf
47.5767830080508, 7.587793006718607;"{""coordinates"": [7.587793006718607, 47.5767830080508], ""type"": ""Point""}";201301;Altrheinweg 46;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-04-18T00:00:00+00:00;ausser Betrieb;;pdf
47.549246006277215, 7.603710002709939;"{""coordinates"": [7.603710002709939, 47.549246006277215], ""type"": ""Point""}";201302;Augensteinerstrasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-06-06T00:00:00+00:00;ausser Betrieb;;pdf
47.5297880065146, 7.599548004810439;"{""coordinates"": [7.599548004810439, 47.5297880065146], ""type"": ""Point""}";201305;Buerenfluhstrasse 11;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-05-16T00:00:00+00:00;ausser Betrieb;;pdf
47.53823700745591, 7.600831011674541;"{""coordinates"": [7.600831011674541, 47.53823700745591], ""type"": ""Point""}";201306;Falkensteinerstrasse 60;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-06-13T00:00:00+00:00;ausser Betrieb;;pdf
47.5557390136053, 7.611790002121746;"{""coordinates"": [7.611790002121746, 47.5557390136053], ""type"": ""Point""}";201539;Froburgstrasse 17;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-04-09T00:00:00+00:00;ausser Betrieb;;pdf
47.52766801447379, 7.596495004512909;"{""coordinates"": [7.596495004512909, 47.52766801447379], ""type"": ""Point""}";201316;Seltisbergerstrasse 115;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-05-14T00:00:00+00:00;ausser Betrieb;;pdf
47.55880800745169, 7.5718430022235355;"{""coordinates"": [7.571843002223535, 47.55880800745169], ""type"": ""Point""}";201317;Stöberstrasse 23;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-03-19T00:00:00+00:00;ausser Betrieb;;pdf
47.569711006246486, 7.580093002736621;"{""coordinates"": [7.580093002736621, 47.569711006246486], ""type"": ""Point""}";201319;Wasserstrasse 16;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-06-11T00:00:00+00:00;ausser Betrieb;;pdf
47.5699990113316, 7.577692006624475;"{""coordinates"": [7.577692006624475, 47.5699990113316], ""type"": ""Point""}";201320;Wattstrasse 19;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2013-06-20T00:00:00+00:00;ausser Betrieb;;pdf
47.538500006860644, 7.593460006214541;"{""coordinates"": [7.593460006214541, 47.538500006860644], ""type"": ""Point""}";201321;Gundeldingerrain;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2013-04-08T00:00:00+00:00;ausser Betrieb;;pdf
47.572011006652666, 7.557400003962474;"{""coordinates"": [7.557400003962474, 47.572011006652666], ""type"": ""Point""}";201503;Burgfelderstrasse (vor Zoll);Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-11-02T00:00:00+00:00;ausser Betrieb;;xlsx
47.59526190130235, 7.655523175622922;"{""coordinates"": [7.655523175622922, 47.59526190130235], ""type"": ""Point""}";201505;Zoll Loerracherstrasse (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2019-04-24T00:00:00+00:00;ausser Betrieb;;xlsx
47.56277701201651, 7.619292009823641;"{""coordinates"": [7.619292009823641, 47.56277701201651], ""type"": ""Point""}";201510;Hirzbrunnen-Promenade Fuss;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;Fuss;Infrarot;Andere;Kanton Basel-Stadt;2015-07-07T00:00:00+00:00;ausser Betrieb;;xlsx
47.57667000947636, 7.638958008641981;"{""coordinates"": [7.638958008641981, 47.57667000947636], ""type"": ""Point""}";201516;Kilchgrundstrasse 22  (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-09-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.57092801169401, 7.6429130029694115;"{""coordinates"": [7.642913002969411, 47.57092801169401], ""type"": ""Point""}";201522;Morystrasse 59 (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-09-15T00:00:00+00:00;ausser Betrieb;;xlsx
47.57331801226418, 7.6340720125796695;"{""coordinates"": [7.634072012579669, 47.57331801226418], ""type"": ""Point""}";201523;Keltenweg 15 (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-09-15T00:00:00+00:00;ausser Betrieb;;xlsx
47.57272301444322, 7.639963002788184;"{""coordinates"": [7.639963002788184, 47.57272301444322], ""type"": ""Point""}";201524;Wasserstelzenweg 15 (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-09-15T00:00:00+00:00;ausser Betrieb;;xlsx
47.55987001267682, 7.61076100174553;"{""coordinates"": [7.61076100174553, 47.55987001267682], ""type"": ""Point""}";201531;Bergalingerstrasse 8;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-06-11T00:00:00+00:00;ausser Betrieb;;pdf
47.562649009057964, 7.569554007952789;"{""coordinates"": [7.569554007952789, 47.562649009057964], ""type"": ""Point""}";201733;Hagentalerstrasse 61;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-05-20T00:00:00+00:00;ausser Betrieb;;pdf
47.55462300939409, 7.606118009444287;"{""coordinates"": [7.606118009444287, 47.55462300939409], ""type"": ""Point""}";201537;In den Klosterreben 13;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-06-03T00:00:00+00:00;ausser Betrieb;;pdf
47.5727770088306, 7.560057003014081;"{""coordinates"": [7.560057003014081, 47.5727770088306], ""type"": ""Point""}";201540;Friedrich Miescher-Strasse 30;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-02-28T00:00:00+00:00;ausser Betrieb;;xlsx
47.567394012954495, 7.571260005974528;"{""coordinates"": [7.571260005974528, 47.567394012954495], ""type"": ""Point""}";201541;Flughafenstrasse 26;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-02-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.53733201130083, 7.599648003987134;"{""coordinates"": [7.599648003987134, 47.53733201130083], ""type"": ""Point""}";201544;Fuerstensteinerstrasse 63;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-02-07T00:00:00+00:00;ausser Betrieb;;xlsx
47.56425200754862, 7.576483010768599;"{""coordinates"": [7.576483010768599, 47.56425200754862], ""type"": ""Point""}";201546;Hebelstrasse 128;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-03-14T00:00:00+00:00;ausser Betrieb;;xlsx
47.54657790790206, 7.6007767532187795;"{""coordinates"": [7.60077675321878, 47.54657790790206], ""type"": ""Point""}";201551;Jacob Burckhardt-/ St. Jakobs-Strasse;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Knotenstrom;4.0;0.0;MIV;Handzaehlung;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2015-09-02T00:00:00+00:00;ausser Betrieb;;pdf
47.5607950095233, 7.594217012863793;"{""coordinates"": [7.594217012863793, 47.5607950095233], ""type"": ""Point""}";201552;Rebgasse 5;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2015-01-17T00:00:00+00:00;ausser Betrieb;;xlsx
47.56334101422562, 7.59635801021918;"{""coordinates"": [7.59635801021918, 47.56334101422562], ""type"": ""Point""}";201553;Hammerstrasse 75;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2014-05-03T00:00:00+00:00;ausser Betrieb;;xlsx
47.57090100872683, 7.596407006746422;"{""coordinates"": [7.596407006746422, 47.57090100872683], ""type"": ""Point""}";201605;Efringerstrasse 98;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-04-07T00:00:00+00:00;ausser Betrieb;;pdf
47.56840001478139, 7.57735900959573;"{""coordinates"": [7.57735900959573, 47.56840001478139], ""type"": ""Point""}";201609;Lothringerstrasse 63;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2016-03-15T00:00:00+00:00;ausser Betrieb;;pdf
47.584995007903714, 7.669004004704373;"{""coordinates"": [7.669004004704373, 47.584995007903714], ""type"": ""Point""}";201650;Inzlingerstrasse 309 (Riehen);Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2016-09-22T00:00:00+00:00;ausser Betrieb;;xlsx
47.55785571259178, 7.561082410073124;"{""coordinates"": [7.561082410073124, 47.55785571259178], ""type"": ""Point""}";300201;Allschwil Baslerstrasse;Allschwil;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Land;2000-01-01T00:00:00+00:00;in Betrieb;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen;xlsx
47.54381010774808, 7.575399603596572;"{""coordinates"": [7.575399603596572, 47.54381010774808], ""type"": ""Point""}";300620;Binningen Hauptstrasse;Binningen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Land;2000-01-01T00:00:00+00:00;ausser Betrieb;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen;xlsx
47.52915350830546, 7.605742711752299;"{""coordinates"": [7.605742711752299, 47.52915350830546], ""type"": ""Point""}";301001;Muenchenstein Reinacherstrasse;M;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Land;2000-01-01T00:00:00+00:00;in Betrieb;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen;xlsx
47.53626381346791, 7.627497311076946;"{""coordinates"": [7.627497311076946, 47.53626381346791], ""type"": ""Point""}";301103;Muttenz St. Jakob-Strasse;Muttenz;Dauerzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Induktionsschlaufen;Hauptverkehrsstrasse (HVS);Kanton Basel-Land;2000-01-01T00:00:00+00:00;in Betrieb;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/tiefbauamt/kennzahlen/verkehrserhebungen;xlsx
47.55666825809518, 7.5747777458953145;"{""coordinates"": [7.574777745895314, 47.55666825809518], ""type"": ""Point""}";201706;Friedrichstrasse 19;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-01-13T00:00:00+00:00;ausser Betrieb;;xlsx
47.53942732728425, 7.590641141246545;"{""coordinates"": [7.590641141246545, 47.53942732728425], ""type"": ""Point""}";201702;Bachofenstrasse 10;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-01-17T00:00:00+00:00;ausser Betrieb;;pdf
47.56753306487085, 7.579507301729732;"{""coordinates"": [7.579507301729732, 47.56753306487085], ""type"": ""Point""}";201704;Jungstrasse 18;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;1.0;1.0;MIV+Velo/Moto;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-01-10T00:00:00+00:00;ausser Betrieb;;pdf
47.5521740680321, 7.578322372381511;"{""coordinates"": [7.578322372381511, 47.5521740680321], ""type"": ""Point""}";201707;Steinenring 13;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2016-12-30T00:00:00+00:00;ausser Betrieb;;xlsx
47.58288266781174, 7.661075206937186;"{""coordinates"": [7.661075206937186, 47.58288266781174], ""type"": ""Point""}";201813;Chrischonaweg 73;Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-03-24T00:00:00+00:00;ausser Betrieb;;xlsx
47.57620795697842, 7.640837125456263;"{""coordinates"": [7.640837125456263, 47.57620795697842], ""type"": ""Point""}";201714;Essigstrasse 33;Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-03-10T00:00:00+00:00;ausser Betrieb;;xlsx
47.574524000804416, 7.650329401937933;"{""coordinates"": [7.650329401937933, 47.574524000804416], ""type"": ""Point""}";201715;Hackbergstrasse 71;Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-04-24T00:00:00+00:00;ausser Betrieb;;xlsx
47.58239321730911, 7.667167732243495;"{""coordinates"": [7.667167732243495, 47.58239321730911], ""type"": ""Point""}";201716;Leimgrubenweg 84;Riehen;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Siedlungsorientierte Strasse (SOS);Kanton Basel-Stadt;2017-04-07T00:00:00+00:00;ausser Betrieb;;xlsx
47.55277954900635, 7.569325968709875;"{""coordinates"": [7.569325968709875, 47.55277954900635], ""type"": ""Point""}";201718;Wanderstrasse 14;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptsammelstrasse (HSS);Kanton Basel-Stadt;2017-02-11T00:00:00+00:00;ausser Betrieb;;xlsx
47.5673059634319, 7.56604642616289;"{""coordinates"": [7.56604642616289, 47.5673059634319], ""type"": ""Point""}";201721;Luzernerring 105;Basel;Kurzzeitzaehlstelle;Reale Zaehlstelle;Querschnitt;2.0;2.0;MIV;Radar;Hauptverkehrsstrasse (HVS);Kanton Basel-Stadt;2017-03-10T00:00:00+00:00;ausser Betrieb;;xlsx
